"activitylabel" "subjectid" "avg(\"tBodyAccmeanX\")" "avg(tBodyAccmeanY)" "avg(tBodyAccmeanZ)" "avg(tBodyAccstdX)" "avg(tBodyAccstdY)" "avg(tBodyAccstdZ)" "avg(tGravityAccmeanX)" "avg(tGravityAccmeanY)" "avg(tGravityAccmeanZ)" "avg(tGravityAccstdX)" "avg(tGravityAccstdY)" "avg(tGravityAccstdZ)" "avg(tBodyAccJerkmeanX)" "avg(tBodyAccJerkmeanY)" "avg(tBodyAccJerkmeanZ)" "avg(tBodyAccJerkstdX)" "avg(tBodyAccJerkstdY)" "avg(tBodyAccJerkstdZ)" "avg(tBodyGyromeanX)" "avg(tBodyGyromeanY)" "avg(tBodyGyromeanZ)" "avg(tBodyGyrostdX)" "avg(tBodyGyrostdY)" "avg(tBodyGyrostdZ)" "avg(tBodyGyroJerkmeanX)" "avg(tBodyGyroJerkmeanY)" "avg(tBodyGyroJerkmeanZ)" "avg(tBodyGyroJerkstdX)" "avg(tBodyGyroJerkstdY)" "avg(tBodyGyroJerkstdZ)" "avg(tBodyAccMagmean)" "avg(tBodyAccMagstd)" "avg(tGravityAccMagmean)" "avg(tGravityAccMagstd)" "avg(tBodyAccJerkMagmean)" "avg(tBodyAccJerkMagstd)" "avg(tBodyGyroMagmean)" "avg(tBodyGyroMagstd)" "avg(tBodyGyroJerkMagmean)" "avg(tBodyGyroJerkMagstd)" "avg(fBodyAccmeanX)" "avg(fBodyAccmeanY)" "avg(fBodyAccmeanZ)" "avg(fBodyAccstdX)" "avg(fBodyAccstdY)" "avg(fBodyAccstdZ)" "avg(fBodyAccJerkmeanX)" "avg(fBodyAccJerkmeanY)" "avg(fBodyAccJerkmeanZ)" "avg(fBodyAccJerkstdX)" "avg(fBodyAccJerkstdY)" "avg(fBodyAccJerkstdZ)" "avg(fBodyGyromeanX)" "avg(fBodyGyromeanY)" "avg(fBodyGyromeanZ)" "avg(fBodyGyrostdX)" "avg(fBodyGyrostdY)" "avg(fBodyGyrostdZ)" "avg(fBodyAccMagmean)" "avg(fBodyAccMagstd)" "avg(fBodyBodyAccJerkMagmean)" "avg(fBodyBodyAccJerkMagstd)" "avg(fBodyBodyGyroMagmean)" "avg(fBodyBodyGyroMagstd)" "avg(fBodyBodyGyroJerkMagmean)" "avg(fBodyBodyGyroJerkMagstd)"
"SITTING" 18 0.275979000163399 -0.0175745277433585 -0.107284583503268 -0.638066905816994 -0.565357541035948 -0.65201921627451 0.678089330947713 -0.0115715566078431 0.0828321110915033 -0.977326809575163 -0.96774760379085 -0.956613015686274 0.0777709597722222 0.0136613426227778 0.000637171290664051 -0.686101456503267 -0.687061193104575 -0.820210462941177 -0.0391336450240196 -0.0672972017256536 0.091430211251634 -0.773770298539216 -0.738596241732026 -0.703139750261438 -0.0937678912703268 -0.0450789411947713 -0.0573477936427451 -0.816204496405229 -0.863393752581699 -0.810539699313726 -0.598937279019608 -0.63630948567647 -0.598937279019608 -0.63630948567647 -0.709732737745097 -0.699380526490197 -0.667557010424837 -0.740351337738563 -0.835205556993464 -0.869352852973856 -0.661695286568628 -0.607452300849673 -0.720190595 -0.629873799738562 -0.572410427787582 -0.644955755545751 -0.704393998333333 -0.700328033366013 -0.803644289150327 -0.695300851307189 -0.694099556960784 -0.835478079346406 -0.753567069437909 -0.784314136699346 -0.714718660196079 -0.782828416650327 -0.717911645882353 -0.727537435816994 -0.644825058114379 -0.688799227385621 -0.696139667996732 -0.705243183464052 -0.786307096862745 -0.757145702575164 -0.864609289673203 -0.885647313009803
"SITTING" 20 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548022 0.628040637177967 -0.0373059475847458 0.10723075947935 -0.958201862627118 -0.95250679341808 -0.940981537502825 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533899 -0.636715878557062 -0.517257429345413 -0.572325820319209 -0.517257429345413 -0.572325820319209 -0.619698756735028 -0.588644307467599 -0.516861235888701 -0.580023613494576 -0.684048497355933 -0.683503744537853 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.647515612457628 -0.652264226931438 -0.557791286001413 -0.732835648957628 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.626445370827118 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.575002191142656 -0.560278889421187 -0.648306198707062 -0.584571446817062 -0.597351046813729 -0.606970915061638 -0.635816314618644 -0.692638075749774 -0.694680032329943
"SITTING" 24 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.740300544881891 -0.685979796261942 -0.736374232574803 -0.0212578096847769 -0.0782440202677166 0.0841740375981628 -0.776199049939633 -0.763365457296588 -0.708251676335958 -0.0998294248142257 -0.0390749421383202 -0.0552987683401574 -0.764490030609974 -0.792718702440945 -0.796816516614174 -0.620032665162467 -0.650862147810236 -0.620032665162467 -0.650862147810236 -0.713667423769029 -0.689391189346457 -0.682447212750656 -0.742983126606299 -0.791646550787401 -0.788997850813648 -0.707613779580053 -0.611509042586876 -0.65585899482231 -0.664356691751496 -0.594676790059055 -0.655360521446194 -0.752245372493439 -0.703641614506562 -0.719655747391076 -0.751378154304462 -0.688280461860892 -0.751628687821522 -0.722607377748032 -0.753710479580053 -0.70948857687664 -0.794063529133859 -0.771969808976378 -0.735749934304463 -0.650121872273806 -0.705928425819685 -0.696845583388451 -0.682447145993307 -0.754131617480315 -0.782076276167979 -0.795019165380577 -0.796157264514435
"STANDING" 2 0.273113115788079 -0.0191323183174835 -0.115649958175497 -0.605586497159271 -0.428962986589403 -0.589360062210596 0.660782866688741 -0.147219886910411 0.134865335090728 -0.963015508245034 -0.960033560165564 -0.945365383907285 0.0785353156747351 0.00708771249764901 0.000755760748377482 -0.557809603123841 -0.491875889831788 -0.741885388311258 -0.0517030657821192 -0.0568420186817881 0.0872599422291391 -0.710648927815894 -0.722943674337748 -0.634888927843047 -0.0875587491668874 -0.0433986835453642 -0.0557541828188742 -0.671679103311258 -0.783595466728477 -0.674611933293047 -0.535281800541722 -0.552812545643709 -0.535281800541722 -0.552812545643709 -0.587777445435431 -0.512115278415232 -0.614771054893146 -0.680584887880795 -0.746559539039735 -0.740088733655629 -0.57377091142947 -0.432566581302351 -0.630081222124835 -0.619788102803311 -0.464723862913245 -0.600678614835099 -0.561682049622185 -0.50890379901457 -0.715745330403973 -0.595105612895033 -0.509147543673841 -0.767087015496689 -0.638717694593046 -0.722068978635762 -0.601594889654304 -0.734588540182119 -0.72716774102649 -0.683114494539735 -0.514569861316887 -0.646662308457285 -0.509746432970861 -0.518800797709271 -0.699742945221854 -0.725310337688742 -0.751615078360927 -0.744194981440397
"STANDING" 4 0.274183111498423 -0.0148081545344921 -0.107521430810726 -0.605211727785489 -0.509929384011325 -0.709492735962145 0.706593043123028 0.112591195496986 0.164130896618297 -0.962636979274448 -0.941416800167192 -0.941403426072555 0.078863784515142 0.00351340949514195 -0.00737375142832807 -0.631853083289621 -0.584063204701893 -0.843353231167192 -0.0289417906907572 -0.0787229907785488 0.0957174866009464 -0.701397703369085 -0.798235748738171 -0.726374197066246 -0.107859315713249 -0.040042757466246 -0.0578089304000631 -0.723788617823344 -0.902502592618296 -0.748369141315457 -0.56158213510694 -0.606556049548895 -0.56158213510694 -0.606556049548895 -0.656116311856877 -0.647249966810726 -0.656291093847319 -0.706738493542587 -0.819191368044164 -0.844187064164038 -0.628806379100946 -0.52583456615142 -0.755235428895899 -0.597551324155679 -0.534661524341988 -0.708764043722398 -0.652023078038801 -0.601696223759495 -0.825154871135646 -0.644622004704416 -0.593855151524606 -0.860544668359622 -0.641881977553944 -0.831527531009463 -0.689308946422713 -0.721749187328076 -0.782885735867508 -0.7670895729653 -0.602098037677603 -0.672948341687697 -0.63501900541041 -0.666506718936908 -0.745650754608833 -0.732586304826498 -0.838833209652997 -0.863096864037855
"STANDING" 9 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 -0.506111776081806 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208334 -0.920554317815973 0.0840171430291667 0.00678485848399306 -0.00102998088194445 -0.57830516136007 -0.678923872274305 -0.721610094569444 -0.0701318154561459 -0.0729884312991667 0.109092913237986 -0.676452392569444 -0.670498220701389 -0.587557692291458 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 -0.773273878854167 -0.744656038298611 -0.505183470509188 -0.553038255314791 -0.505183470509188 -0.553038255314791 -0.621608245092361 -0.608862145384723 -0.55020186657257 -0.663198385034722 -0.7629795809375 -0.786176892048612 -0.579258404408681 -0.610267804090277 -0.592119122804271 -0.547995744907986 -0.586766083232639 -0.501074006965902 -0.621377141312847 -0.699766614569445 -0.702931927996528 -0.572819893733993 -0.679065855003472 -0.739139922708333 -0.639863219559027 -0.683924287600695 -0.612680463163889 -0.690689895534722 -0.667203220760417 -0.619468634127778 -0.553186448295139 -0.624456827182986 -0.609193721940625 -0.611619343190972 -0.700863097986111 -0.697729432621528 -0.786473954201388 -0.801296292638889
"STANDING" 10 0.27684847392517 -0.017835790552415 -0.111301532185714 -0.537807711163265 -0.497405885644898 -0.614776952226361 0.642905730306123 -0.0740248544557823 0.0552047227876769 -0.965808126428572 -0.95452407255102 -0.938706428064625 0.0798108613061225 0.0129143257457823 -0.0113556967940476 -0.52938321427551 -0.540236619204728 -0.750729260772108 -0.0185023695936055 -0.0846403674590919 0.0910265011879251 -0.673905582274489 -0.591333155194558 -0.598142328621089 -0.108150829882313 -0.0424219983671769 -0.0555521277515647 -0.703243499727891 -0.768641779047619 -0.686800252738095 -0.502500207000204 -0.545348810631551 -0.502500207000204 -0.545348810631551 -0.57776193128833 -0.529340480130272 -0.521819802352381 -0.624408369413334 -0.734465805340136 -0.768821828979592 -0.532289464513605 -0.494651474235034 -0.655062273211565 -0.541170169070067 -0.532135172812313 -0.625871772082993 -0.547243039827891 -0.555104553563504 -0.721689700769728 -0.553403478735408 -0.556271725483333 -0.77916817122449 -0.620379208870442 -0.64835059542517 -0.567456661721769 -0.692654261914966 -0.565943677806122 -0.64594772047687 -0.518734046961905 -0.633196110969728 -0.515140810846939 -0.553027359614864 -0.661496552826531 -0.666014612598639 -0.767780095068027 -0.787144257176871
"STANDING" 12 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 0.69922245131875 0.029976775735 0.0330295544910626 -0.967383434468749 -0.9605729084375 -0.9468085636875 0.070430311315625 0.0053115377979375 0.000308112368400001 -0.582418267596875 -0.571359817082032 -0.79262193625 -0.0628663472537187 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.73506282621875 -0.671057678528125 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.8112325993125 -0.749351860259375 -0.559586545675313 -0.5743864944925 -0.559586545675313 -0.5743864944925 -0.6300504918575 -0.566365683597187 -0.63166805889875 -0.68485805678325 -0.77729447821875 -0.7863865328125 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.586922577889688 -0.553076639139063 -0.709983235125 -0.599109317756219 -0.591296422972219 -0.775426582562501 -0.602960063359687 -0.579168053712969 -0.80858300040625 -0.661246826087187 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.7334567315 -0.70823315425 -0.55928367746625 -0.65053328158 -0.564239194378438 -0.571614888155313 -0.717311676745625 -0.719438065809374 -0.789902850993751 -0.7973614576875
"STANDING" 13 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199082 -0.448816097853364 -0.587230562129052 0.709996516908257 -0.042085810116208 0.0443010536786238 -0.967268063455657 -0.953540716850153 -0.938727880275229 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.088118237943425 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.539871637249541 -0.597230982062691 -0.539871637249541 -0.597230982062691 -0.625466938809174 -0.610248540269938 -0.58121540318471 -0.636364939544343 -0.712745036012232 -0.712056186747706 -0.638817912651682 -0.493467193137126 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.599036895271407 -0.660082174071559 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.744823539571865 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.6506235588474 -0.685774481529052 -0.589928108599083 -0.665344858593273 -0.607295296423854 -0.617075473106453 -0.652225306544342 -0.691915161336392 -0.712054366504281 -0.733183567759939
"STANDING" 18 0.27814512637931 -0.0157459104586207 -0.112478910982759 -0.992966775 -0.952954570862069 -0.963156521379311 0.921429088448276 -0.0379956950517241 0.127755130724138 -0.994973694137931 -0.979009177758621 -0.974318239310345 0.0759507197758621 0.00878940529801724 0.00196372431482759 -0.990750588448275 -0.975173357068966 -0.989955605344827 -0.0282496362465517 -0.0705782774706897 0.0877279260517241 -0.966837345172414 -0.981882996551724 -0.969692763448276 -0.0977534834482759 -0.0393694465086207 -0.0542127699482758 -0.983700862931035 -0.993032480517242 -0.98673429862069 -0.97193481362069 -0.971204577241379 -0.97193481362069 -0.971204577241379 -0.986949735172414 -0.987017633103448 -0.963643761896552 -0.962690828275862 -0.990184113275862 -0.989927754482759 -0.991381872931034 -0.960201975517241 -0.977743169827586 -0.993727882586207 -0.951647029827586 -0.958236340517241 -0.99073697637931 -0.975119234482759 -0.98807803 -0.991628496724138 -0.977130127241379 -0.990434606896552 -0.968142358793103 -0.985591975517241 -0.97333507775862 -0.967005040517242 -0.979953416206897 -0.971318462758621 -0.976867138793104 -0.971870880517241 -0.985985047586207 -0.987323055862069 -0.974454491206897 -0.96193945775862 -0.990463751551724 -0.989572247586207
"WALKING" 15 0.276948447591623 -0.019155711395288 -0.112686764136126 -0.486643288080105 -0.418381657266492 -0.688247961146597 0.715748849120419 0.0663617622460733 -0.0525095942218325 -0.967010195863874 -0.95637146565445 -0.951373990157068 0.0747075732010471 0.00461413454869109 -0.00295860238937696 -0.557648402434555 -0.547457270156545 -0.814070450141361 -0.0163735323281675 -0.0799248520560209 0.089972354503822 -0.660751180513089 -0.633105482381152 -0.719676895235602 -0.0984261654780104 -0.0445291970983769 -0.0568750748382199 -0.704169607434555 -0.826237084450262 -0.789989207905759 -0.464166856320209 -0.500179416909634 -0.464166856320209 -0.500179416909634 -0.60275160121712 -0.575251696795811 -0.55776572983822 -0.622856166590053 -0.780413191884817 -0.819548131465969 -0.514157239921466 -0.447181800873822 -0.729221953565445 -0.477086530343456 -0.441087206776963 -0.693800900193717 -0.580221378167539 -0.562908245002618 -0.791487924780105 -0.573768949761518 -0.561817748027539 -0.835857651884816 -0.62244889386911 -0.712367912408377 -0.706667512324608 -0.675221693298429 -0.595933689289005 -0.750720647068063 -0.506900321797644 -0.574739415994765 -0.559180253853403 -0.600522341773822 -0.690460358376963 -0.64545707760733 -0.817586394293193 -0.835706982251309
"WALKING" 16 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386065 0.700906130308743 -0.0605235993797815 0.0402075536234973 -0.971156432131147 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270218 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530054 -0.799534450491804 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.869573120573771 -0.837039926065573 -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486338 -0.719647028238525 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105464 -0.782089515344262 -0.789780147036612 -0.815962130027323 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.666962508246721 -0.712680990765301 -0.713167613706147 -0.729869398769672 -0.81712881920765 -0.802078223409835 -0.87277228273224 -0.886533212213114
"WALKING" 17 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154892 -0.668693821044565 -0.813339560652174 -0.0146686177049565 -0.082710926198038 0.0770250643754619 -0.759011119945652 -0.764867040625 -0.720741038680164 -0.107854170946468 -0.0391719447029619 -0.0508496510874185 -0.788387981630434 -0.825988662771739 -0.808251302907609 -0.568367244093858 -0.636074477703533 -0.568367244093858 -0.636074477703533 -0.696465197235054 -0.693946394750815 -0.676185123284103 -0.750145260967391 -0.810438232853261 -0.825255969701087 -0.651780423718288 -0.601741376260244 -0.718947424896738 -0.593510173423369 -0.576930056063587 -0.65662293200951 -0.716681622653533 -0.694754837788044 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.822801747581521 -0.728710411180706 -0.774745258994565 -0.726857840652173 -0.770057225710326 -0.761335243695652 -0.745101477910325 -0.646189154826902 -0.687536943227718 -0.697575558993207 -0.692595778979891 -0.769498551467391 -0.782232494673913 -0.829124468315218 -0.833701023152174
"WALKING" 19 0.269723487105556 -0.0182031515710305 -0.118277180099383 -0.574658922919195 -0.507035084992638 -0.649184726556944 0.475323016 0.0964052626666666 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171147766388 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432221 -0.705342976190833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560305 -0.645682212189167 -0.0895939425055555 -0.0383208736670278 -0.0569649444286944 -0.618836206634445 -0.725991380623889 -0.686684583831583 -0.531507362111361 -0.599552767486306 -0.531507362111361 -0.599552767486306 -0.5762252472125 -0.601918552871944 -0.548919668132222 -0.610093380740278 -0.683436541824444 -0.7255986988425 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.593157169174611 -0.596694943936945 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.728521901498862 -0.553089575942778 -0.641337299817778 -0.602625307818388 -0.666071315599889 -0.650105402347777 -0.694729075491667 -0.556404444967972 -0.689860920113889 -0.576064647812278 -0.641089005857778 -0.636287999799167 -0.662325968145833 -0.719519008752778 -0.754223739441667
"WALKING" 21 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 0.645775957808823 -0.0750963071446079 0.0321851774362745 -0.965586634460785 -0.969330818455882 -0.953093993308823 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.0276346639303579 -0.078471973683897 0.0861212668362745 -0.796172286899509 -0.765057760637255 -0.701642028499559 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181372 -0.620309259553677 -0.6601960145 -0.620309259553677 -0.6601960145 -0.703461275879656 -0.680069218953922 -0.693779224517157 -0.761303119652451 -0.807817403137255 -0.824089899950981 -0.693486097144118 -0.593778214149019 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.675588192778677 -0.71641413145049 -0.678615118728922 -0.767351986555393 -0.709800728388236 -0.674102360655147 -0.794922813673628 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110293 -0.771388318823529 -0.728319304730638 -0.658664719514706 -0.714345739215931 -0.679742584809364 -0.683725127418382 -0.776473060171569 -0.793158526279412 -0.826275026053921 -0.834949863259804
"WALKING" 22 0.278117421034483 -0.017284271307931 -0.108943311968966 -0.990700228965517 -0.92659596862069 -0.951772433448276 0.95704144137931 -0.205351621724138 0.0855318345862069 -0.996034268275862 -0.97468881862069 -0.963912237931034 0.0753584166896552 0.0123955387817241 -0.00253779727206896 -0.985464856551724 -0.957242672068966 -0.984905036896552 -0.0274295034482759 -0.0658519793241379 0.0712450193793104 -0.93058781862069 -0.974160615862069 -0.96363839137931 -0.100476951827586 -0.0410043052413793 -0.052376346137931 -0.957954852413793 -0.990878215517241 -0.983507240689655 -0.96105594 -0.947663991724138 -0.96105594 -0.947663991724138 -0.980941443793104 -0.967925904137931 -0.945876615172414 -0.913999208275862 -0.984126886896552 -0.972710300344827 -0.987983493103448 -0.934215762758621 -0.965485405517241 -0.992081675862069 -0.926692127931035 -0.947765240689655 -0.985380144827586 -0.957909478965517 -0.981996697241379 -0.986938043103448 -0.959692095517241 -0.986513711034483 -0.931019477931035 -0.98029818 -0.966504608275862 -0.931519411034483 -0.971112025862069 -0.966056853793103 -0.95635364137931 -0.950556581724138 -0.970087589310345 -0.964081249310345 -0.942202422758621 -0.91218384137931 -0.976190192068966 -0.970028147586207
"WALKING_DOWNSTAIRS" 22 0.274435011283562 -0.0167819822703904 -0.108643270206164 -0.501933477777843 -0.447945896347705 -0.625624610690069 0.57486393510274 0.0550337834178082 0.250820483339966 -0.954777189041096 -0.955598415250343 -0.936614912606163 0.0794750178164726 0.0155414573760959 -0.00769461357599315 -0.545187962715069 -0.521064623652739 -0.738178508732876 -0.00607729030664382 -0.0978575837424658 0.0822333760452055 -0.672613073322945 -0.76517165880137 -0.623751746071918 -0.110129608710993 -0.0382090956519863 -0.0587942389861643 -0.684163682376711 -0.846918734657534 -0.718314557503425 -0.458716508186028 -0.561023737134315 -0.458716508186028 -0.561023737134315 -0.572910193578767 -0.552271838538048 -0.607056160871232 -0.652779250779794 -0.775866510890411 -0.81197191130137 -0.555893482921575 -0.465860290014383 -0.659695040304795 -0.482963733678767 -0.474751440889041 -0.637485496313356 -0.56640155397911 -0.536221711357877 -0.71563827479452 -0.564273328744692 -0.538324320375999 -0.759767876472602 -0.61063089119178 -0.772639284965754 -0.611270542609589 -0.693472068784246 -0.763268982157535 -0.663330323071918 -0.536392775061644 -0.646419669321233 -0.547241448276028 -0.563057301252055 -0.706909804520548 -0.678487316030822 -0.815692131952054 -0.822246201301369
"WALKING_DOWNSTAIRS" 23 0.273493254730108 -0.0195892587868279 -0.109093982385242 -0.622594039757259 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.9643930402957 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887094 -0.608183751830914 -0.618981230518279 -0.603048769571532 -0.0220890418013172 -0.0825972963754033 0.0746949423243279 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333334 -0.546043593651881 -0.740518145887096 -0.532754757205108 -0.565575625792151 -0.532754757205108 -0.565575625792151 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753 -0.623412641977151 -0.573942888021613 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592178 -0.474767543716048 -0.617521836605645 -0.628231338392742 -0.578870810235483 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258 -0.529029284118011 -0.657048917971506 -0.542663319457527 -0.583832309145968 -0.534657191683603 -0.632288527203763 -0.584111049810215 -0.593735302105376
"WALKING_DOWNSTAIRS" 25 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547676 -0.53142103560269 -0.64709556105868 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344742 -0.901088770963325 -0.880682330706602 0.0817657442063815 0.00638633884442543 -0.010346171499489 -0.796823350073349 -0.722502919364303 -0.860669382640587 -0.00298151164792175 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276283 -0.74741022 -0.108263884562298 -0.0389884753435208 -0.0555782223647432 -0.768682473178483 -0.902628080757946 -0.831848667286064 -0.583377749713937 -0.659015505611247 -0.583377749713937 -0.659015505611247 -0.783445354474328 -0.78045186784841 -0.625733064258924 -0.685152794670659 -0.849630706259167 -0.872776184449878 -0.748416509682151 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.529064652290954 -0.630224637674572 -0.804144642836185 -0.740570312249388 -0.849504849486553 -0.807712525721272 -0.721707668572127 -0.87054151621027 -0.672197763601467 -0.813133792078239 -0.746832213594132 -0.690398481943765 -0.723584437530562 -0.771208929095354 -0.69501971 -0.695367928718826 -0.779190075892421 -0.783547229755501 -0.754236109755501 -0.697213120366748 -0.875970674743277 -0.877714953691931
"WALKING_DOWNSTAIRS" 26 0.271825189243544 -0.0155235214557628 -0.106278134720721 -0.726017360852853 -0.688024995748348 -0.770143087837838 0.556565311411412 0.158372467216216 0.262394816498108 -0.968541547357358 -0.962370251630632 -0.959690085465466 0.0831588872594594 0.00859917802873873 -0.0074410071858979 -0.76426703913003 -0.76117783711712 -0.826130298018018 -0.0204233830594594 -0.0836611485477477 0.0947201405450451 -0.826243116243243 -0.849875718588589 -0.771803428417418 -0.0984740915134536 -0.0412440003144145 -0.0579736196047387 -0.80393925733934 -0.875396289159159 -0.82948563078078 -0.701852313183184 -0.719495933435436 -0.701852313183184 -0.719495933435436 -0.770808759554054 -0.758341941984985 -0.768642107159159 -0.81315897046036 -0.849192836216216 -0.86400541924925 -0.743206663161862 -0.706493968561561 -0.785771941201201 -0.720191389972973 -0.698688502289189 -0.78020603981982 -0.777692839033033 -0.773326583221621 -0.820600338138138 -0.771571188602402 -0.764238216630931 -0.830596298678678 -0.781655978918919 -0.850166255015015 -0.762771335405405 -0.840761234747747 -0.851456809159159 -0.796291503783783 -0.728381624961862 -0.758800984477177 -0.76124984403003 -0.75659273595946 -0.829627145705706 -0.834738697690691 -0.869553772312312 -0.866607085525525
"WALKING_UPSTAIRS" 26 0.279873757288136 -0.0198103157932203 -0.115312473728814 -0.0422342890508475 -0.00994569904576272 -0.337199283220339 0.945630116779661 -0.171622995508475 0.0744487154462712 -0.963733584915254 -0.944719027118644 -0.932803390677966 0.0679801082576271 0.00247282764237288 -0.0061647631638983 -0.223098507508475 -0.211107125725424 -0.508671176440678 -0.0219950309559322 -0.0775509817125423 0.0752210563567797 -0.430461672271186 -0.522985938305085 -0.316975643050847 -0.100722917330508 -0.0361440137038983 -0.0437198001881356 -0.32810516299661 -0.614389973559322 -0.454865808135593 -0.031332665540678 -0.060802090220339 -0.031332665540678 -0.060802090220339 -0.266584472516949 -0.220733172623729 -0.276685799779661 -0.405709650864407 -0.51122957440678 -0.560196739830508 -0.131179313508475 -0.0682107643932204 -0.375661182118644 -0.0113238886101695 -0.0448212574508475 -0.370163648135593 -0.257597399557627 -0.264390263745763 -0.481520026610169 -0.258272637542373 -0.206932777157627 -0.534621856271186 -0.259788253542373 -0.512560044406779 -0.27531941120339 -0.486246173966102 -0.533727708474576 -0.395327863389831 -0.0864009520305085 -0.19483134900678 -0.216625505152542 -0.2345884099 -0.436814836101695 -0.488487244661017 -0.565996446101695 -0.583465637627118
